date,daily_deaths
2021-09-17,-63.0
2021-09-18,-105.0
2021-09-19,-99.0
2021-09-20,128.0
2021-09-21,152.0
2021-09-22,28.0
2021-09-23,-6.0
2021-09-24,4.0
2021-09-25,-332.0
2021-09-26,-55.0
2021-09-27,355.0
2021-09-28,61.0
2021-09-29,-60.0
2021-09-30,27.0
2021-10-01,-73.0
2021-10-02,-196.0
2021-10-03,-128.0
2021-10-04,262.0
2021-10-05,101.0
2021-10-06,49.0
2021-10-07,-3.0
2021-10-08,-48.0
2021-10-09,-328.0
2021-10-10,-22.0
2021-10-11,237.0
2021-10-12,132.0
2021-10-13,-39.0
2021-10-14,-9.0
2021-10-15,15.0
2021-10-16,-337.0
2021-10-17,-27.0
2021-10-18,417.0
2021-10-19,150.0
2021-10-20,-202.0
2021-10-21,61.0
2021-10-22,-118.0
2021-10-23,-249.0
2021-10-24,-48.0
2021-10-25,273.0
2021-10-26,224.0
2021-10-27,-113.0
2021-10-28,-159.0
2021-10-29,81.0
2021-10-30,-260.0
2021-10-31,-54.0
2021-11-01,344.0
2021-11-02,-38.0
2021-11-03,93.0
2021-11-04,-49.0
2021-11-05,-44.0
2021-11-06,-230.0
2021-11-07,-53.0
2021-11-08,418.0
2021-11-09,-39.0
2021-11-10,-28.0
2021-11-11,-273.0
2021-11-12,220.0
2021-11-13,-179.0
2021-11-14,-129.0
2021-11-15,369.0
2021-11-16,77.0
2021-11-17,-182.0
2021-11-18,117.0
2021-11-19,-11.0
2021-11-20,-315.0
2021-11-21,-56.0
2021-11-22,346.0
2021-11-23,117.0
2021-11-24,-92.0
2021-11-25,-302.0
2021-11-26,-3.0
2021-11-27,-17.0
2021-11-28,-44.0
2021-11-29,377.0
2021-11-30,70.0
2021-12-01,-67.0
2021-12-02,-74.0
2021-12-03,-81.0
2021-12-04,-54.0
2021-12-05,-172.0
2021-12-06,272.0
2021-12-07,176.0
2021-12-08,-192.0
2021-12-09,56.0
2021-12-10,41.0
2021-12-11,-280.0
2021-12-12,-56.0
2021-12-13,204.0
2021-12-14,267.0
2021-12-15,-159.0
2021-12-16,-106.0
2021-12-17,156.0
2021-12-18,-348.0
2021-12-19,-30.0
2021-12-20,196.0
2021-12-21,323.0
2021-12-22,-171.0
2021-12-23,-136.0
2021-12-24,-85.0
2021-12-25,-85.0
2021-12-26,-58.0
2021-12-27,151.0
2021-12-28,260.0
2021-12-29,-161.0
2021-12-30,-24.0
